Albania, L, 40.0, 13.0, 24.0, 25.0
Andorra, R, 0, 0.5, 2.0, 0
Austria, L, "1, 106.0", "1, 629.0", "1, 839.0", "1, 874.0"
Belgium, L, "1, 058.0", "1, 863.0", "2, 307.0", "2, 416.0"
Bulgaria, R, 210.0, 445.0, 898.0, "1, 059.0"
Czechoslovakia, L, "2, 108.0", "2, 676.0", "3, 150.0", 0
Denmark, L, "1, 057.0", "1, 322.0", "1, 438.0", "1, 475.0"
Finland, L, 630.0, 908.0, "1, 121.0", "1, 150.0"
France, L, "6, 104.0", "8, 369.0", "10, 198.0", "10, 646.0"
"Germany,  East.", R, "2, 817.0", "4, 511.0", "5, 306.0", "5, 378.0"
"Germany,  Fed. Rep. of", L, "9, 018.0", "12, 192.0", "14, 400.0", "15, 009.0"
Gibraltar, L, 2.0, 4.0, 5.0, 6.0
Greece, L, 130.0, 306.0, 628.0, 697.0
Hungary, L, 475.0, "1, 080.0", "1, 774.0", "1, 963.0"
Iceland, L, 35.0, 37.0, 45.0, 47.0
Ireland, L, 261.0, 406.0, 477.0, 485.0
Italy, L, "2, 205.0", "4, 916.0", "6, 084.0", "6, 122.0"
Liechtenstein, L, 2.0, 3.0, 3.0, 4.0
Luxembourg, L, 49.0, 72.0, 87.0, 91.0
Malta, L, 31.0, 46.0, 61.0, 61.0
Monaco, R, 3.0, 0, 5.0, 0
Netherlands, L, "1, 615.0", "2, 332.0", "2, 888.0", "2, 998.0"
Norway, L, 654.0, 895.0, 985.0, 997.0
Poland, L, "1, 200.0", "2, 198.0", "4, 005.0", "4, 465.0"
Portugal, L, 179.0, 393.0, 596.0, 689.0
Romania, L, 258.0, 0, "1, 499.0", "1, 655.0"
San Marino, L, 1.0, 0, 2.0, 0
Spain, L, 657.0, "1, 313.0", "2, 105.0", 0
Sweden, L, "2, 025.0", "2, 317.0", "2, 608.0", "2, 651.0"
Switzerland, L, 866.0, "1, 158.0", "1, 308.0", "1, 322.0"
United Kingdom, L, "11, 460.0", "13, 268.0", "14, 654.0", "14, 753.0"
Yugoslavia, L, 252.0, 422.0, 890.0, "1, 088.0"
Australia, L, "1, 986.0", "1, 968.0", "2, 308.0", 0
Br. Solomon Islands, L, 0.1, 0.1, 0.3, 0
Fiji Island, L, 2.0, 4.0, 16.0, 0
Fr. Polynesia, R, 0, 0.7, 0, 0
Guam, R, 0, 3.0, 0, 0
Hawaii, R, 0, 200.0, 0, 0
New Caledonia, R, 0, 3.0, 0, 0
New Hebrides, L, 0.2, 0.2, 0.2, 0
New Zealand, L, 426.0, 495.0, 531.0, 556.0
Tonga, R, 0.1, 0.1, 0, 0
Western Samoa, L, 0.6, 1.1, 0, 0
USSR, R, "11, 452.0", "17, 577.0", "33, 121.0", 0
