Number and per 100 inhabitants"

Country or area, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005
Number, 465364, 664072, 1243736, 2147331, 2923383, 3678774, 4275164, 4540374

Per 100 inhabitants, 9, 12, 23, 40, 54, 68, 79, 84

Slovenia

Number, 161606, 631411, 1215601, 1470085, 1667234, 1739146, 1848637, 1759232

Per 100 inhabitants, 8, 32, 61, 74, 84, 87, 93, 89

Solomon lslands

Number, 702, 1093, 1151, 967, 999, 1060, 3000, 6000

Per 100 inhabitants, 0, 0, 0, 0, 0, 0, 1, 1

Somalia

Number, 0, 0, 80000, 85000, 100000, 200000, 500000, 500000

Per 100 inhabitants, 0, 0, 1, 1, 1, 3, 6, 6

South Africa

Number, 3337000, 5188000, 8339000, 10787000, 13702000, 16860000, 20839000, 33959958

Per 100 inhabitants, 8, 12, 18, 23, 29, 36, 44, 72

Spain

Number, 6437444, 15003708, 24265059, 29655729, 33530997, 37219839, 38646796, 41327911

Per 100 inhabitants, 16, 37, 60, 72, 82, 87, 89, 100

Sri Lanka

Number, 174202, 256655, 430202, 667662, 931580, 1393403, 2213553, 3361775

Per 100 inhabitants, 1, 1, 2, 4, 5, 7, 11, 16

Sudan

Number, 8600, 13000, 23000, 103846, 190778, 527233, 1048558, 1827940

Per 100 inhabitants, 0, 0, 0, 0, 1, 2, 3, 5

Suriname

Number, 6007, 17500, 41048, 87000, 108363, 168522, 212819, 232785

Per 100 inhabitants, 1, 4, 9, 20, 25, 38, 48, 52

Swaziland+

Number, 4700, 14000, 33000, 55000, 68000, 85000, 145000, 200000

Per 100 inhabitants, 0, 1, 3, 5, 7, 8, 13, 19

Sweden

Number, 4109000, 5126000, 6372300, 7178000, 7949000, 8801000, 9775000, 8436500

Per 100 inhabitants, 46, 58, 72, 81, 89, 98, 108, 101

Switzerland

Number, 1698565, 3057509, 4638519, 5275791, 5736303, 6189000, 6275000, 6834000

Per 100 inhabitants, 24, 43, 64, 73, 79, 84, 85, 92

Syrian Arab Republic

Number, 0, 4000, 30000, 200000, 400000, 1185000, 2345000, 2950000

Per 100 inhabitants, 0, 0, 0, 1, 2, 7, 13, 15

Tajikistan

Number, 420, 625, 1160, 1630, 13200, 47617, 135000, 265000

Per 100 inhabitants, 0, 0, 0, 0, 0, 1, 2, 4

Thailand

Number, 1976960, 2339400, 3056000, 7550000, 10171550, 21828180, 27378660, 31136540

Per 100 inhabitants, 3, 4, 5, 12, 16, 35, 43, 48

TFYR of Macedonia

Number, 30087, 48733, 115748, 223275, 365346, 776000, 985600, 1261328

Per 100 inhabitants, 2, 2, 6, 11, 18, 38, 49, 62

Togo

Number, 7500, 17000, 50000, 95000, 170000, 243613, 332565, 435979

Per 100 inhabitants, 0, 0, 1, 2, 3, 5, 7, 9

Tonga

Number, 130, 140, 180, 240, 3350, 11200, 16400, 29870

Per 100 inhabitants, 0, 0, 0, 0, 3, 11, 16, 30

Trinidad and Tobago+

Number, 26307, 38659, 161860, 256106, 262772, 336352, 651189, 800000

Per 100 inhabitants, 2, 3, 13, 20, 20, 26, 50, 61

Tunisia

Number, 38998, 55258, 119165, 389208, 574334, 1917530, 3735695, 5680726

Per 100 inhabitants, 0, 1, 1, 4, 6, 19, 37, 56

Turkey

Number, 3506127, 8121517, 16133405, 19572897, 23323118, 27887535, 34707549, 43608965

Per 100 inhabitants, 5, 12, 24, 28, 33, 39, 48, 60

Turkmenistan

Number, 3000, 4000, 7500, 8173, 8173, 9187, 50100, 

Per 100 inhabitants, 0, 0, 0, 0, 0, 0, 1, 

Turks and Caicos Islands

Number, 0, 0, 0, 0, 9052, 19361, 25085, 

Tuvalu

Number, 0, 0, 0, 0, 0, 500, 1300, 

Uganda

Number, 30000, 56358, 126913, 283520, 393310, 776169, 1165035, 1525125

Per 100 inhabitants, 0, 0, 1, 1, 2, 3, 4, 5

Ukraine

Number, 115500, 216567, 818524, 2224600, 3692700, 6498423, 13735000, 17214280

Per 100 inhabitants, 0, 0, 2, 5, 8, 14, 29, 37

United Arab Emirates

Number, 493278, 832267, 1428115, 1909303, 2428071, 2972331, 3683117, 4534480

Per 100 inhabitants, 17, 27, 44, 55, 65, 74, 86, 101

United Kingdom

Number, 14878000, 27185000, 43452000, 46283000, 49228000, 54400000, 61091000, 65500000

Per 100 inhabitants, 25, 46, 73, 77, 83, 91, 101, 112

United Rep. of Tanzania

Number, 37940, 50950, 110518, 275560, 606859, 1942000, 1942000, 3389787

Per 100 inhabitants, 0, 0, 0, 1, 2, 5, 5, 9

United States

Number, 69209321, 86047003, 109478031, 128374512, 140766842, 158721981, 182400000, 201558330

Per 100 inhabitants, 25, 31, 39, 45, 49, 55, 63, 72

United States Virgin Is

Number, 25000, 30000, 35000, 41000, 0, 49300, 64200, 

Per 100 inhabitants, 23, 28, 32, 38, 0, 45, 58, 

Uruguay

Number, 151341, 319131, 410787, 519991, 513528, 497530, 600000, 1154922

Per 100 inhabitants, 5, 10, 13, 16, 16, 15, 19, 36

Uzbekistan

Number, 26826, 40389, 53128, 128012, 186900, 320815, 544100, 720000

Per 100 inhabitants, 0, 0, 0, 1, 1, 1, 2, 3

Vanuatu

Number, 220, 300, 365, 350, 4900, 7800, 10504, 12692

Per 100 inhabitants, 0, 0, 0, 0, 2, 4, 5, 6

Venezuela (Bolivarian Rep. of)

Number, 2009757, 3784735, 5447172, 6472584, 6541894, 7015121, 8420980, 12495721

Per 100 inhabitants, 9, 16, 23, 26, 26, 27, 32, 47

Viet Nam

Number, 222700, 328671, 788559, 1251195, 1902388, 2742000, 4960000, 9593200

Per 100 inhabitants, 0, 0, 1, 2, 2, 3, 6, 11

Yemen

Number, 16146, 27677, 32000, 152000, 411083, 700000, 1072000, 2000000

Per 100 inhabitants, 0, 0, 0, 1, 2, 3, 5, 10

Zambia+

Number, 8260, 28190, 98853, 121200, 139092, 241000, 464354, 946558

Per 100 inhabitants, 0, 0, 1, 1, 1, 2, 4, 8

Zimbabwe+

Number, 19000, 174000, 266441, 314002, 338779, 363651, 423606, 699000

Per 100 inhabitants, 0, 2, 2, 3, 3, 3, 4, 6
