Country or area, Number of titles, Total average daily circulation or copies printed (thousands), Circulation or copies printed per 1000 inhabitants, 1997, 1998, 1999, 2000, 1997, 1998, 1999, 2000, 1997, 1998, 1999, 2000
Russian Federation, 0, 245, 286, 333, 0, 0, 0, 0, 0, 0, 0, 0
San Marino, 3, 3, 0, 0, 2, 2, 0, 0, 68.6, 68, 0, 0
Slovakia, 20, 19, 24, 16, 1012, 939, 851, 705, 187.9, 174.1, 157.7, 130.6
Slovenia, 5, 5, 5, 5, 343, 340, 341, 335, 174.3, 172.8, 173.3, 170.3
Spain, 0, 0, 84, 87, 0, 0, 4191, 4003, 0, 0, 103.7, 98.3
Sweden, 94, 94, 94, 90, 3881, 3820, 3750, 3627, 438.1, 431.1, 423, 408.6
Switzerland, 78, 74, 81, 104, 2680, 2620, 2676, 2666, 378.9, 368.7, 374.8, 372
TFYR of Macedonia, 4, 4, 5, 5, 88, 106, 109, 108, 44.2, 53.1, 54.4, 53.9
Ukraine, 53, 41, 67, 61, 3495, 5059, 6107, 8683, 68.9, 100.7, 123, 176.8
United Kingdom, 99, 98, 106, 108, 18447, 18921, 18839, 19159, 317.7, 324.7, 322.2, 326.6
Oceania, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Australia, 49, 48, 48, 48, 3232, 3103, 3083, 3083, 175.8, 166.7, 163.6, 161.7
New Zealand, 28, 28, 28, 28, 824, 786, 774, 765, 221.1, 209.3, 204.5, 200.4
