Country, Code, 1948, 1961, 1962, 1963
Algeria, L, 157.0, 674.0, "1, 200.0", "1, 500.0"
Angola, L, 18.0, 58.0, 64.0, 0
Basutoland, L, 20.4, 4.0, 4.0, 5.0
Bechuanaland, L, 20.3, 2.2, 2.8, 3.0
Cape Verde Is., L, 0, 2.3, 2.8, 2.8
Central African Republic, L, 0, 0, 15.0, 20.0
Chad, L, 0, 8.0, 16.0, 18.5
"Congo,  Democratic,  Rep,  of the", L, 6.0, 35.0, 0, 0
Dahomey, L, 0, 30.0, 35.0, 0
Ethiopia, R, 13.0, 100.0, 150.0, 0
Fr. Somaliland, L, 20.2, 8.0, 0, 0
Gabon, L, 0, 25.0, 25.0, 30.0
Gambia, R, 0, 2.5, 0, 0
Ghana, L, 8.0, 300.0, 403.0, 505.0
Guinea, L, 0, 40.0, 0, 0
Kenya, L, 10.0, 55.0, 61.0, 100.0
Liberia, R, 2.0, 100.0, 0, 100.0
Libya, R, 0, 73.0, 86.0, 0
Madagascar, R, 0, 0, 235.0, 285.0
Mali, L, 0, 10.0, 0, 10.0
Mauritania, L, 0, 20.0, 0, 30.0
Mauritius, L, 5.0, 45.0, 51.0, 57.0
Morocco, L, 586.0, 543.0, 575.0, 615.0
Mozambique, L, 6.0, 37.0, 0, 0
Niger, L, 0, 10.0, 15.0, 20.0
Nigeria, L, 9.0, "14, 143.0", 0, 400.0
Port. Guinea, L, 20.5, 0.9, 2.0, 2.2
Reunion, L, 22.0, 18.0, 22.0, 25.0
"Rhodesia (S),  Zambia,  Malawi", L, 30.0, 82.0, 3.0, 19.0
Sao Tome and Principe, L, 20.2, 0.7, 0.9, 0
Senegal, 0, 0, 125.0, 0, 150.0
Seychelles, L, 0.1, 0.6, 0.8, 1.2
Sierra Leone, L, 2.0, 9.6, 9.2, 0
Somalia, R, 3.3, 24.0, 25.0, 26.0
South Africa, L, 497.0, "1, 068.0", "1, 151.0", 0
Swaziland, L, 20.5, 2.2, 0, 2.6
"Tanzania,  United Rep. of A", L, 1.0, 15.0, 31.0, 28.0
B, L, 0, 5.1, 5.1, 8.0
Togo, L, 0, 6.3, 0, 0
Tunisia, L, 43.0, 270.0, 0, 300.0
Uganda, L, 21.0, 390.0, 92.0, 100.0
United Arab Republic, L, "1, 238.0", "1, 750.0", "1, 800.0", "1, 980.0"
Unger Volta, L, 0, 12.0, 15.0, 0
Antigua, L, 10.4, 2.9, 0, 0
Bahama Islands, L, 42.0, 18.0, 0, 0
Barbados, L, 4.0, 38.0, 42.0, 0
Bermuda, R, 5.0, 21.0, 20.0, 2.2
Br. Honduras, L, 11.0, 2.4, 5.0, 6.0
Canada, R, "1, 944.0", "9, 200.0", "9, 200.0", 0
Costa Rica, R, 223.0, 81.0, 0, 0
Cuba, R, "2, 575.0", "1, 300.0", 0, 0
Dominican Republic, R, 30.0, 150.0, 0, 0
El Salvador, R, 0, 353.0, 358.0, 0
Grenada, L, 20.8, 0, 2.7, 2.7
Guadeloupe, L, 21.0, 6.4, 6.5, 6.4
Guatemala, L, 27.0, 210.0, 0, 0
Haiti, R, 4.0, 21.0, 0, 0
Honduras, R, 20.0, 125.0, 0, 0
Jamaica, R, 223.0, 200.0, 210.0, 0
Martinique, L, 22.0, 15.0, 17.0, 16.0
Mexico, R, 700.0, "3, 500.0", "5, 830.0", "6, 506.0"
Montserrat, R, 0, 0, 2.5, 3.0
Neth. Antilles, R, 234.0, 73.0, 75.0, 102.0
Nicaragua, R, 0, 100.0, 100.0, 0
Panama, R, 81.0, 186.0, 225.0, 0
St. Lucia, L, 0.4, 2.2, 0, 15.0
Trinidad, L, 20.0, 0, 0, 0
United States, R, "74, 000.0", 0, "184, 000.0", 0
Argentina, R, "2, 200.0", "4, 000.0", "5, 500.0", "5, 500.0"
Bolivia, R, 150.0, 255.0, 350.0, 360.0
Brazil, R, "2, 500.0", "4, 700.0", 0, 0
British Guiana, L, 6.0, 42.0, 44.0, 40.0
Chile, R, 550.0, "1, 016.0", "1, 500.0", 0
Colombia, R, 500.0, "2, 159.0", 0, 0
Ecuador, R, 30.0, 175.0, 0, 0
Falkland Is., L, 0.6, 0.9, 0.9, 0
Fr. Guiana, L, 0, 1.0, 1.0, 1.7
Paraguay, R, 170.0, 150.0, 160.0, 0
Peru, R, "2, 500.0", 0, 0, "2, 000.0"
Surinam, R, 15.0, 40.0, 45.0, 0
Uruguay, R, 300.0, 850.0, 900.0, 0
Venezuela, R, 150.0, "1, 300.0", 0, 0
Aden, R, 11.1, 60.0, 60.0, 0
Afghanistan, R, 28.0, 24.0, 25.0, 25.0
