Country, Code, 1948, 1961, 1962, 1963
Bahrain, R, 0, 15.0, 0, 0
Brunei, R, 0, 7.0, 7.0, 8.0
Burma, L, 8.0, 117.0, 147.0, 203.0
Ceylon, L, 23.0, 390.0, 397.0, 0
China (mainland), L, "21, 000.0", 0, 0, "8, 000.0"
China (Taiwan), L, 214.0, 609.0, "1, 011.0", "1, 114.0"
Cyprus, L, 8.0, 97.0, 102.0, 0
Hong Kong, L, 30.0, 173.0, 189.0, 0
India, L, 282.0, "2, 600.0", "3, 072.0", 0
Indonesia, R, "1, 125.0", "1, 250.0", 0, 0
Iran, L, 102.0, "1, 350.0", "1, 400.0", "1, 600.0"
Iraq, L, 230.0, 0, 100.0, 0
Israel, L, "1, 121.0", 506.0, 539.0, 0
Japan, L, "7, 593.0", "17, 608.0", "18, 651.0", "19, 318.0"
Jordan, L, 23.0, 65.0, 63.0, 0
"Korea,  Rep. of", R, 88.0, "1, 158.0", "1, 303.0", "1, 661.0"
Kuwait, R, 0, 80.0, 90.0, 0
Laos, L, 10.1, 20.0, 22.0, 0
Lebanon, L, 31.0, 0, 0, 0
Macau, L, 25.0, 4.8, 5.5, 0
Malaya, L, 22.0, 292.0, 338.0, 0
Sabah, L, 21.0, 20.0, 0, 0
Sarawak, L, 10.8, 42.0, 49.0, 0
Singapore, L, 241.0, 149.0, 0, 0
Pakistan, L, 262.0, 281.0, 396.0, 0
Philippines, L, 179.0, "1, 000.0", "1, 200.0", "1, 220.0"
Port. Timor, L, 0, 0.8, 0, 0
Turkey, L, 241.0, "1, 503.0", "1, 504.0", "1, 633.0"
"Viet-Nam,  Rep. of", L, 212.0, 125.0, 0, 0
Albania, L, 29.0, 60.0, 66.0, 69.0
Andorra, R, 0, 1.5, 3.0, 4.0
Austria, L, "1, 106.0", "2, 040.0", "2, 079.0", "2, 110.0"
Belgium, L, "1, 058.0", "2, 767.0", "2, 896.0", "3, 049.0"
Bulgaria, L, 210.0, "1, 601.0", "1, 733.0", "1, 833.0"
Czechoslovakia, L, "2, 108.0", "3, 621.0", "3, 664.0", "3, 684.0"
Denmark, L, "1, 057.0", "1, 687.0", "1, 674.0", "1, 631.0"
Finland, L, 630.0, "1, 290.0", "1, 330.0", "1, 397.0"
France, L, "6, 104.0", "12, 966.0", "13, 776.0", "14, 551.0"
"Germany,  East.", L, "2, 817.0", "5, 602.0", "5, 670.0", 0
"Germany,  Fed. Rep. of", L, "7, 299.0", "16, 270.0", "16, 696.0", "17, 099.0"
Gibraltar, L, 2.0, 4.8, 4.6, 4.0
Greece, L, "1, 130.0", 713.0, 740.0, 800.0
Hungary, L, 475.0, "2, 314.0", "2, 390.0", "2, 452.0"
Iceland, L, 135.0, 50.0, 51.0, 51.0
Ireland, L, 261.0, 496.0, 516.0, 538.0
Italy, L, "2, 205.0", "8, 488.0", "9, 037.0", "9, 564.0"
Luxembourg, L, 49.0, 101.0, 103.0, 107.0
Malta, L, 31.0, 73.0, 73.0, 0
Monaco, R, 23.0, 5.5, 6.0, 6.2
Netherlands, L, "1, 615.0", "3, 064.0", "3, 072.0", "3, 097.0"
Norway, L, 654.0, "1, 034.0", "1, 052.0", "1, 060.0"
Poland, L, 891.0, "5, 487.0", "5, 620.0", "5, 701.0"
Portugal, L, 179.0, 902.0, "1, 005.0", "1, 068.0"
Romania, L, 258.0, "2, 165.0", "2, 372.0", 0
San Marino, L, 11.0, 1.9, 0, 0
Spain, L, 657.0, "3, 174.0", "3, 491.0", "4, 000.0"
Sweden, L, "2, 025.0", "2, 843.0", "2, 938.0", "2, 950.0"
Switzerland, L, 866.0, "1, 490.0", "1, 538.0", "1, 583.0"
United Kingdom, L, "11, 460.0", "15, 316.0", "15, 580.0", "15, 882.0"
Yugoslavia, L, 252.0, "1, 826.0", "2, 080.0", "2, 280.0"
Australia, L, "11, 986.0", "2, 256.0", "2, 219.0", "2, 238.0"
Br. Solomon Is., L, 0.1, 0.8, 0.9, 0
Fiji Is., L, 2.0, 30.0, 26.0, 0
Fr. Polynesia, R, 0, 19.0, 20.0, 0
Gilbert and Ellice Islands, L, 20.0, 0.2, 0.5, 0
New Caledonia, R, 22.0, 10.0, 11.0, 12.0
New Hebrides, L, 0.2, 0.8, 0, 0
New Zealand, L, 426.0, 605.0, 614.0, 616.0
Norfolk Is., R, 20.1, 0.4, 0.4, 0.4
Tonga, R, 10.1, 2.0, 0, 0
Western Samoa, L, 20.5, 143.0, 5.8, 0
USSR, L, "211, 452.0", 0, "66, 000.0", 0
Ukrainian SSR, L, 0, "(2, 492)", 0, 0
