New Caledonia, R, 55, 69, 80, 96, 414, 489, 519, 562
New Zealand, T, 958, "1, 035", "1, 397", "1, 515", 311, 332, 430, 443
New Zealand, R, "2, 670", "2, 755", "2, 950", "3, 180", 866, 885, 909, 929
Norfolk Island, T, 0, 0, 0, 1, 0, 0, 0, 1
Norfolk Island, R, 1, 2, 2, 2, 635, "1, 000", "1, 000", "1, 000"
Pacific Islands (Palau), T, 3, 6, 8, 0, 25, 44, 51, 0
Pacific Islands (Palau), R, 72, 85, 98, 0, 595, 625, 636, 0
Papua New Guinea, T, 0, 0, 0, 9, 0, 0, 0, 2
Papua New Guinea, R, 110, 180, 230, 288, 40, 58, 66, 73
Samoa, T, 0, 3, 5, 6, 0, 16, 32, 40
Samoa, R, 23, 32, 68, 75, 152, 206, 433, 475
Solomon Islands, R, 9, 20, 27, 39, 47, 88, 100, 119
Tokelau, R, 0, 0, 1, 1, 0, 0, 500, 575
Tonga, R, 11, 20, 30, 53, 125, 217, 319, 554
Tuvalu, R, 1, 2, 2, 3, 175, 206, 211, 229
Vanuatu, T, 0, 0, 0, 1, 0, 0, 0, 9
Vanuatu, R, 13, 23, 36, 45, 130, 198, 267, 300
former USSR, T, "55, 200", "76, 500", "82, 400", 0, 223, 296, 305, 0
former USSR, R, "122, 477", "130, 000", "182, 800", 0, 495, 504, 678, 0
