Country, Code, 1948, 1958, 1959, 1960
Sweden, L, "2, 025.0", "2, 651.0", "2, 686.0", "2, 744.0"
Switzerland, L, 866.0, "1, 350.0", "1, 388.0", "1, 445.0"
United Kingdom, L, "11, 460.0", "14, 753.0", "14, 945.0", "15, 163.0"
Yugoslavia, L, 252.0, "1, 088.0", "1, 310.0", "1, 563.0"
American Samoa, L, 20.2, 0.5, 0, 0
Australia, L, "11, 986.0", "2, 211.0", "2, 247.0", "2, 284.0"
Br. Solomon Is., L, 0.1, 0.4, 0.5, 0.6
Fiji Is., L, 2.0, 20.0, 22.0, 24.0
Fr. Polynesia, R, 0, 14.0, 16.0, 0
New Caledonia, R, 0, 7.0, 8.0, 0
New Hebrides, L, 0.2, 0.2, 0, 0.9
New Zealand, L, 426.0, 556.0, 570.0, 580.0
Norfolk Is., L, 20.1, 0.2, 0.3, 0.3
Tonga, R, 0.1, 0.3, 0.3, 0
Western Samoa, L, 20.5, 2.6, 3.0, 0
USSR, R, "11, 452.0", "36, 667.0", "40, 818.0", 0
