Country or area, Number of titles, Total average daily circulation or copies printed (thousands), Circulation or copies printed per 1000 inhabitants, 1997, 1998, 1999, 2000, 1997, 1998, 1999, 2000, 1997, 1998, 1999, 2000
Mauritius, 8, 6, 6, 5, 88, 82, 116, 138, 76.5, 70.6, 98.8, 116.4
Morocco, 21, 22, 22, 23, 657, 715, 728, 846, 23.7, 25.4, 25.4, 29.1
Mozambique, 12, 12, 0, 0, 43, 43, 0, 0, 2.6, 2.5, 0, 0
Namibia, 4, 4, 0, 0, 13, 31, 0, 0, 7.2, 17.2, 0, 0
Niger, 1, 1, 0, 0, 2, 2, 0, 0, 0.2, 0.2, 0, 0
Nigeria, 25, 25, 0, 0, 2750, 2760, 0, 0, 26, 25.4, 0, 0
Rwanda, 1, 1, 0, 0, 1, 1, 0, 0, 0.1, 0.1, 0, 0
Senegal, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Seychelles, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
South Africa, 17, 17, 18, 16, 1204, 1149, 0, 1118, 28.4, 26.7, 0, 25.4
Togo, 0, 0, 1, 1, 0, 0, 10, 10, 0, 0, 2.3, 2.2
Tunisia, 0, 0, 0, 7, 0, 0, 0, 180, 0, 0, 0, 18.9
Uganda, 0, 4, 4, 3, 0, 0, 0, 63, 0, 0, 0, 2.7
Zambia, 0, 0, 0, 0, 0, 0, 0, 228, 0, 0, 0, 21.9
"America,  North ", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Bermuda, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
Canada, 105, 105, 106, 104, 4979, 5005, 5166, 5167, 166.3, 165.6, 169.3, 167.9
Costa Rica, 6, 6, 6, 6, 0, 265, 290, 275, 0, 70.7, 75.5, 70
Cuba, 0, 0, 2, 2, 0, 0, 565, 600, 0, 0, 50.6, 53.6
Dominican Republic, 10, 10, 10, 9, 126, 126, 230, 230, 15.9, 15.6, 28, 27.5
El Salvador, 4, 4, 0, 0, 219, 171, 0, 0, 37.2, 28.5, 0, 0
Mexico, 0, 0, 300, 311, 0, 0, 9332, 9251, 0, 0, 95.8, 93.5
United States, 1509, 1489, 1483, 1476, 56728, 56182, 55979, 55945, 205.6, 201.4, 198.5, 196.3
"America,  South ", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Argentina, 101, 100, 102, 106, 2335, 2160, 1944, 1500, 65.4, 59.7, 53.1, 40.5
Bolivia, 27, 29, 0, 0, 863, 788, 0, 0, 110.4, 98.8, 0, 0
Brazil, 400, 372, 465, 465, 6892, 7163, 7245, 7883, 41.8, 42.8, 42.7, 45.9
Chile, 0, 0, 51, 53, 0, 0, 0, 0, 0, 0, 0, 0
Colombia, 25, 23, 24, 0, 1151, 1072, 1093, 0, 28.8, 26.3, 26.4, 0
Ecuador, 11, 11, 36, 36, 569, 529, 1220, 1220, 48.1, 44, 99.8, 98.2
Guyana, 0, 0, 2, 2, 0, 0, 57, 57, 0, 0, 75.1, 74.8
Peru, 0, 57, 0, 0, 0, 570, 0, 0, 0, 22.7, 0, 0
Suriname, 2, 2, 0, 0, 29, 28, 0, 0, 68.7, 67, 0, 0
Uruguay, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0
Asia, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Armenia, 8, 7, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0
Azerbaijan, 0, 14, 15, 0, 0, 95, 80, 0, 0, 11.8, 9.9, 0
China, 694, 740, 805, 909, 43948, 62989, 70090, 75603, 35.4, 50.2, 55.4, 59.3
"China,  Hong Kong SAR ", 0, 43, 48, 0, 0, 1583, 1528, 1481, 0, 240.9, 228.2, 217.6
Cyprus, 8, 7, 8, 8, 53, 0, 0, 0, 69.5, 0, 0, 0
Georgia, 0, 0, 30, 35, 0, 0, 43, 26, 0, 0, 8.2, 4.9
India, 5044, 5221, 0, 0, 46452, 59023, 0, 0, 48.1, 60, 0, 0
Indonesia, 81, 172, 225, 396, 4975, 4713, 4782, 0, 24.5, 22.9, 22.9, 0
Iran (Islamic Rep. of), 0, 0, 105, 112, 0, 0, 0, 0, 0, 0, 0, 0
Japan, 109, 108, 109, 110, 72699, 72410, 72218, 71896, 576.3, 572.5, 569.7, 566
Jordan, 8, 8, 5, 5, 350, 352, 0, 0, 76.2, 74.2, 0, 0
"Korea,  Republic of", 193, 108, 112, 116, 0, 0, 0, 0, 0, 0, 0, 0
Kyrgyzstan, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0
Lebanon, 0, 13, 14, 13, 0, 213, 225, 220, 0, 63.4, 65.8, 63.3
Malaysia, 33, 33, 0, 31, 2257, 2487, 0, 2191, 105.3, 113.2, 0, 95.3
Mongolia, 4, 5, 5, 5, 59, 50, 40, 44, 24.2, 20.4, 16.2, 17.6
Myanmar, 4, 4, 0, 0, 420, 400, 0, 0, 9.2, 8.7, 0, 0
Occupied Palestinian Terr., 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0
Oman, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Pakistan, 359, 303, 352, 306, 3915, 0, 5559, 5600, 29.7, 0, 40, 39.3
Philippines, 42, 0, 0, 0, 4712, 0, 0, 0, 66.1, 0, 0, 0
Singapore, 8, 8, 8, 9, 1027, 1062, 1078, 1096, 277.7, 278.7, 275.1, 272.9
Sri Lanka, 9, 9, 0, 12, 528, 524, 0, 536, 29.1, 28.7, 0, 28.8
Thailand, 0, 34, 0, 0, 4392, 11753, 0, 0, 74.3, 196.9, 0, 0
Timor-Leste, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0
Turkey, 980, 960, 560, 542, 0, 0, 0, 0, 0, 0, 0, 0
Turkmenistan, 0, 0, 2, 2, 0, 0, 26, 32, 0, 0, 5.8, 6.8
Viet Nam, 0, 0, 5, 0, 0, 0, 450, 0, 0, 0, 5.8, 0
Europe, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Andorra, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0
Austria, 17, 17, 17, 16, 2500, 2669, 2896, 2503, 308.9, 329.5, 357.5, 309
Belarus, 19, 20, 0, 0, 1437, 1559, 0, 0, 141.2, 153.9, 0, 0
Belgium, 30, 29, 28, 29, 1605, 1588, 1564, 1568, 157.5, 155.6, 152.9, 153
Bulgaria, 33, 33, 36, 43, 1267, 1112, 1350, 1400, 153, 135.2, 165.4, 172.9
Croatia, 11, 10, 11, 12, 503, 510, 536, 595, 114.1, 115.3, 120.8, 133.8
Czech Republic, 99, 103, 104, 103, 0, 0, 0, 0, 0, 0, 0, 0
Denmark, 38, 36, 33, 33, 1617, 1613, 1558, 1507, 307, 305.1, 293.7, 283.2
Estonia, 17, 16, 17, 13, 260, 254, 273, 262, 184.9, 182.3, 197.8, 191.6
Finland, 56, 56, 56, 55, 2323, 2343, 2331, 2304, 451.8, 454.6, 451.2, 445
France, 84, 86, 87, 84, 8506, 8268, 8447, 8424, 145.1, 140.6, 143, 142.1
Germany, 402, 391, 387, 382, 25038, 25016, 24565, 23946, 305.1, 304.5, 298.8, 291
Gibraltar, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
Greece, 198, 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Hungary, 43, 40, 39, 40, 1742, 1700, 1659, 1625, 171.8, 168.3, 165, 162.3
Iceland, 4, 3, 3, 3, 100, 94, 93, 91, 365.9, 340, 332.8, 322.3
Ireland Irlande, 6, 6, 6, 6, 552, 557, 567, 564, 149.8, 149.4, 150.3, 147.7
Italy, 0, 92, 88, 89, 5920, 5881, 5914, 6273, 103, 102.3, 102.8, 109
Latvia, 24, 21, 27, 26, 284, 260, 354, 327, 116.7, 107.8, 147.9, 137.8
Lithuania, 23, 23, 29, 22, 113, 123, 126, 108, 32.1, 34.9, 35.8, 30.9
Luxembourg, 5, 5, 5, 5, 121, 124, 124, 120, 290.1, 293, 288.9, 275.7
Malta, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Netherlands, 38, 35, 35, 35, 4753, 4522, 4482, 4443, 303.9, 287.5, 283.4, 279.5
Norway, 83, 81, 82, 82, 2603, 2592, 2591, 2545, 590.8, 585.2, 582.1, 569
Poland, 66, 52, 46, 42, 0, 4168, 3870, 3928, 0, 107.8, 100, 101.6
Portugal, 31, 29, 28, 28, 316, 673, 686, 1026, 31.7, 67.5, 68.6, 102.4
Republic of Moldova, 5, 6, 6, 6, 480, 660, 0, 0, 111.3, 153.4, 0, 0
Romania, 74, 95, 139, 145, 0, 0, 0, 0, 0, 0, 0, 0
Russian Federation, 0, 245, 286, 333, 0, 0, 0, 0, 0, 0, 0, 0
San Marino, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Slovakia, 20, 19, 24, 16, 1012, 939, 851, 705, 188.1, 174.4, 157.9, 130.8
Slovenia, 5, 5, 5, 5, 343, 340, 341, 335, 171.8, 170.4, 171.2, 168.4
Spain, 0, 0, 84, 87, 0, 0, 4191, 4003, 0, 0, 103.2, 98.2
Sweden, 94, 94, 94, 90, 3881, 3820, 3750, 3627, 438.1, 431.2, 423.5, 409.5
Switzerland, 78, 74, 81, 104, 2680, 2620, 2676, 2666, 374.1, 365.4, 373.1, 371.7
TFYR of Macedonia, 4, 4, 5, 5, 88, 106, 109, 108, 44.2, 52.9, 54.2, 53.5
Ukraine, 53, 41, 67, 61, 3495, 5059, 6107, 8683, 68.7, 100.2, 121.9, 174.8
United Kingdom, 99, 98, 106, 108, 18447, 18921, 18839, 19159, 317.5, 324.6, 322.1, 326.4
Oceania, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Australia, 49, 48, 48, 48, 3232, 3103, 3083, 3083, 174.5, 165.6, 162.7, 161
New Zealand, 28, 28, 28, 28, 824, 786, 774, 765, 223.6, 211.3, 206.3, 202.2
